college,rank_2024,rank_2023,gender,caste,branch_code,branch,college_code,students_per_class,fee,seat_category
NIT Delhi,2641,36967,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,EWS
NIT Delhi,4640,629,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,OBC-NCL
NIT Delhi,96,4006,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,OBC-NCL
NIT Delhi,617,6532,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,SC
NIT Delhi,2135,9685,M,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,ST
NIT Delhi,7256,15613,F,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,ST
NIT Delhi,13076,4570,F,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,General
NIT Delhi,403,6679,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,OBC-NCL
NIT Delhi,1316,1414,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,130000,SC
NIT Durgapur,2128,53463,M,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,General
NIT Durgapur,57,53372,F,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,General
NIT Durgapur,3404,617,M,EWS,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,EWS
NIT Durgapur,3595,12184,M,EWS (PwD),BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,EWS (PwD)
NIT Durgapur,498,16088,M,OBC-NCL,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,OBC-NCL
NIT Durgapur,1512,30751,F,OBC-NCL,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,OBC-NCL
NIT Durgapur,2872,37233,F,SC,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,SC
NIT Durgapur,443,7531,F,ST,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,ST
NIT Durgapur,913,5841,M,ST,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,ST
NIT Durgapur,22117,6074,F,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,General
NIT Durgapur,28805,9530,F,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,General
NIT Durgapur,4594,49399,M,EWS,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,EWS
NIT Durgapur,12218,46358,F,OBC-NCL,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,OBC-NCL
NIT Durgapur,18717,8144,M,OBC-NCL,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,OBC-NCL
NIT Durgapur,3586,8945,M,SC,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,SC
NIT Durgapur,6912,16424,F,SC,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,SC
NIT Durgapur,3938,19956,F,ST,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,ST
NIT Durgapur,16561,8730,F,ST,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,ST
NIT Durgapur,25168,10337,M,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,General
NIT Durgapur,602,3042,M,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,84,130000,General
NIT Durgapur,2551,47970,M,EWS,BOT,Biotechnology (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,84,130000,EWS
NIT Durgapur,4125,12855,M,EWS,BOT,Biotechnology (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,84,130000,EWS
NIT Durgapur,5751,39099,M,OBC-NCL,BOT,Biotechnology (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,84,130000,OBC-NCL
NIT Durgapur,10436,6877,M,OBC-NCL,BOT,Biotechnology (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,84,130000,OBC-NCL
NIT Durgapur,371,48932,M,SC,BOT,Biotechnology (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,84,130000,SC
NIT Durgapur,2935,16893,M,SC,BOT,Biotechnology (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,SC
NIT Durgapur,4063,4351,M,ST,BOT,Biotechnology (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,ST
NIT Durgapur,1448,35002,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,General
NIT Durgapur,1595,42097,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,General
NIT Durgapur,13698,1307,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,EWS
NIT Durgapur,19928,7855,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,EWS
NIT Durgapur,2810,13001,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,OBC-NCL
NIT Durgapur,9285,21699,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,OBC-NCL
NIT Durgapur,17102,24518,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,SC
NIT Durgapur,3671,5817,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,SC
NIT Durgapur,5450,6808,M,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,ST
NIT Durgapur,2529,5411,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,General
NIT Durgapur,11595,11769,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,General
NIT Durgapur,17923,36240,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,EWS
NIT Durgapur,459,40595,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,EWS
NIT Durgapur,1912,1837,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,OBC-NCL
NIT Durgapur,3074,6239,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,OBC-NCL
NIT Durgapur,4507,8131,F,OBC-NCL (PwD),CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,OBC-NCL (PwD)
NIT Durgapur,628,12224,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,SC
NIT Durgapur,2536,16692,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,SC
NIT Durgapur,1752,6648,F,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,ST
NIT Durgapur,991,9177,F,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,ST
NIT Durgapur,1518,2484,F,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,General
NIT Durgapur,26186,2832,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,42,69000,General
NIT Durgapur,36212,40643,F,EWS,CHE,Chemical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,EWS
NIT Durgapur,4822,21905,M,EWS,CHE,Chemical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,EWS
NIT Durgapur,14089,6536,F,OBC-NCL,CHE,Chemical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,OBC-NCL
NIT Durgapur,22044,32936,M,OBC-NCL,CHE,Chemical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,OBC-NCL
NIT Durgapur,1741,7318,F,SC,CHE,Chemical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,SC
NIT Durgapur,6093,11420,M,SC,CHE,Chemical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,SC
NIT Durgapur,4069,4211,M,ST,CHE,Chemical Engineering (5 Years of Bachelor and Master of Technology (Dual Degree)),NIT,42,69000,ST
NIT Durgapur,8873,57957,M,ST,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,ST
NIT Durgapur,20286,61909,M,General,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,General
NIT Durgapur,26420,13804,F,General,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,General
NIT Durgapur,803,32370,M,General (PwD),CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,General (PwD)
NIT Durgapur,3563,8397,M,EWS,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,EWS
NIT Durgapur,8571,11593,F,EWS,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,EWS
NIT Durgapur,15036,50911,M,OBC-NCL,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,OBC-NCL
NIT Durgapur,3934,55123,F,OBC-NCL,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,OBC-NCL
NIT Durgapur,6847,9227,M,OBC-NCL (PwD),CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,OBC-NCL (PwD)
NIT Durgapur,1423,18399,M,SC,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,SC
NIT Durgapur,17545,20399,M,SC,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,42,69000,SC
NIT Durgapur,24228,10196,M,ST,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,84,69000,ST
NIT Durgapur,615,3273,M,ST,CHEM,Chemistry (5 Years of Integrated Master of Science),NIT,84,69000,ST
NIT Durgapur,4774,46723,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,11436,50455,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,19405,8752,M,General (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,3763,14784,M,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,7775,25134,M,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,13596,31447,M,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,22510,6471,M,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,4598,9028,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,5708,3103,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,3930,9091,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,1730,42439,F,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,16142,49137,M,ST (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST (PwD)
NIT Durgapur,26580,6867,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,2391,8448,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,4901,13394,M,General (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,10441,19194,M,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,11771,1108,F,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,21124,6445,M,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,2715,8208,M,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,6640,1965,M,OBC-NCL (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL (PwD)
NIT Durgapur,4615,2803,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,5506,12851,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,10824,13339,M,SC (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC (PwD)
NIT Durgapur,16472,311,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,1665,808,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,2742,3980,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,4183,7985,F,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,8885,93,M,General (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,448,7327,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,2746,7953,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,847,164,F,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,2125,1452,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,50047,2745,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,38799,55,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,2200,883,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,15786,1375,F,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,35087,10070,F,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,37738,13772,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,32414,172,F,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,8588,1530,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,4342,2890,F,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,8845,3023,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,13528,6062,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,44598,83,M,General (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,51424,1891,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,1296,3013,F,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,7684,27,F,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,8449,458,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,15030,910,F,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,20311,22248,M,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,1073,33699,M,ST,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,6367,228,M,ST,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,9530,5325,M,General,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,2906,12947,M,General,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,4401,14894,M,General (PwD),EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,39332,19889,M,General (PwD),EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,34522,3596,M,EWS,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,17664,3480,M,EWS,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,9379,138,M,EWS (PwD),EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS (PwD)
NIT Durgapur,42109,2562,M,OBC-NCL,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,2920,4881,M,OBC-NCL,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,36168,21383,F,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,35209,32447,M,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,1164,743,F,ST,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,11968,3338,M,ST,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,16315,5429,M,General,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,25112,7053,M,General,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,29454,13023,F,EWS,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,5637,756,M,EWS,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,9137,3899,F,OBC-NCL,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,9928,5550,F,OBC-NCL,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,11788,1155,M,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,30851,2112,M,SC,EE,Electrical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,39353,17902,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,1813,23480,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,5460,1778,F,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,6828,4854,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,11366,10767,M,General (PwD),ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,16013,11055,F,EWS,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,1674,18167,M,EWS,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,6235,2561,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,7267,2528,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,2084,1345,M,OBC-NCL (PwD),ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL (PwD)
NIT Durgapur,3390,3669,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,39810,14893,F,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,27262,21056,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,5803,457,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,32174,2251,F,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,37856,3318,F,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,12168,5130,F,EWS,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,53763,8847,F,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,55746,2787,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,16934,3977,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,39797,67,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,10026,653,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,52552,1534,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,56710,31028,M,General (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,8656,41428,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,18001,1271,F,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,20371,1866,F,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,9454,7120,F,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,3238,13853,F,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,43908,19949,F,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,49258,30071,F,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,2552,5198,F,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,14718,8359,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,22652,4554,F,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,28448,9364,F,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,41915,32121,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,7046,39284,F,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,10736,1395,F,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,6811,5279,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,9528,7752,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,38211,9991,M,General (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General (PwD)
NIT Durgapur,48395,16728,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,6298,5894,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,8293,8498,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,12571,1938,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,19274,2665,M,OBC-NCL (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL (PwD)
NIT Durgapur,792,48577,F,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,5784,54965,M,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,9038,1742,F,ST,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,1585,8687,M,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,3107,15515,M,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,13701,27406,M,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,18785,35498,F,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,107,6843,M,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,4275,10211,M,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,7651,5941,F,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,481,7280,M,ST,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,8278,48099,F,ST,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
NIT Durgapur,15435,56482,F,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,226,7990,M,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,General
NIT Durgapur,1466,9320,M,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,EWS
NIT Durgapur,2262,15469,M,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,21,19672,F,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL
NIT Durgapur,2160,8009,M,OBC-NCL (PwD),MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,OBC-NCL (PwD)
NIT Durgapur,3203,10048,F,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,8331,2838,F,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,SC
NIT Durgapur,11499,3447,M,ST,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,84,69000,ST
